,index,Unnamed: 0,0,1
4280,4280,4280,"Добрый день, интересует вопрос по заполнению справки по форме банка  ",51
4281,4281,4281,Как можно взять на карту 15тысеч? ,19
4282,4282,4282,"Добрый день. Отправила заявку  на карту Классическая  Mastercard в рублях . Когда и в каком виде ждать ответ о готовности карты?,  ",35
4283,4283,4283,Добрый вечер! Хочу взять кредит на строительство дома. Какой процент? ,20
4284,4284,4284,не получается тыкнуть на загрузите свое фото ,68
4285,4285,4285,Хотел взять кредит на постройку жилого дома. Возможно ли это. ,51
4286,4286,4286,не поступает пороль ,69
4287,4287,4287,Могут ли мне выдать кредитную карту при зп в 10 тысяч. ,54
4288,4288,4288,"Здравствуйте! Хотелось бы узнать,я являюсь вашим клиентом, ну ещё точнее студент, хочу взять кредит в сумме 15000 руб. Вопрос: можно ли как нибудь оформить такой кредит ",52
4289,4289,4289,"Добрый день! Хочу подать заявку на кредит, не могу найти , как отправить её в онлайн- режиме, предварительную анкету заполнила ",16
4290,4290,4290,Как перевести деньги с другого банка на карту сбербанка по номеру карты ,29
4291,4291,4291,Добрый день. Хотела бы узнать о переводах со счета на счёт внутри сбербанка. Со счета в Алтайском крае нужно будет перевести на счёт Московский ,58
4292,4292,4292,У вас расчет идет в рублях? Я хотела посчитать в тенге? ,52
4293,4293,4293,Как перевести деньги в Украину с карточки сбербанк а ,58
4294,4294,4294,Потребительский кредит ,51
4295,4295,4295,"Здравствуйте, неделю не приходит смс с одобрением или отказом индивидуального дизайна новой молодежной карты. Пообщалась со специалистом и прислали смс со старым отказом на другой номер. Что мне делать? ",36
4296,4296,4296,"Здравствуйте Ирина! Хотел взять кредит 300 т.р., а какие у вас проценты? ",51
4297,4297,4297,Здравствуйте я хотела бы взять кредит 300тыс ,20
4298,4298,4298,Здравствуйте  Наталья.Можно мне оформить кредит и какой процент? ,20
4299,4299,4299,Здравствуйте вопрос по поводу рефенансирования ипотеки ,52
4300,4300,4300,Хочу взять ипотеку я гражданка Молдовы имею вид на жительство в росииской федерации ,52
4301,4301,4301,"Мне пришло смс с предложением кредита, как возможно оформить без посещения отделения сбербанка ",16
4302,4302,4302,"Я хочу купить две комнаты в квартире в ипотеку в Москве , по адресу Ломоносовский проспект 7к1 ",51
4303,4303,4303,"Хочу взять кредит в размере 30000,официально не работаю,возможно ли получить деньги? ",52
4304,4304,4304,Хочу взять кредитную карту ,19
4305,4305,4305,Какой пакет документов необходим для получения кредита? Мне предварительно одобрен займ до 1500000р ,51
4306,4306,4306,Подскажите пожалуйста могу ли я воспользоваться льготой как многодетная семья и изменить процентную ставку по действующему кредиту. Кредитная карта выдавалась на предприятии вместе с зарплатной ,12
4307,4307,4307,"Здравствуйте, после оплаты через мобильное приложение Сбербанк Онлайн я смогу распечатать квитанцию? ",22
4308,4308,4308,"Добрый день Светлана! Вчера подавала заявку на кредит,сегодня пришёл ответ в отказе. Можно ли уменьшить сумму и подать заявку снова? ",60
4309,4309,4309,Возможно ли как то сократить этот срок ,16
4310,4310,4310,Не приходит смс. я перешел на другого оператора но с оставлением номера ,69
4311,4311,4311,мге подключили сберегательный счет что это ,0
4312,4312,4312,Скажите пожалуйста.На сайте одна ставка по ипотеке.яв банке другая? ,51
4313,4313,4313,Кредит на строительство дома ,20
4314,4314,4314,"Наталья, здравствуйте. подскажите пожалуйста как нам через отделение сбербанка взять деньги под мат капитал. И даётся с процентами или нет.   ",52
4315,4315,4315,"Хочу получить кредит на кредит, строительство дома. ",51
4316,4316,4316,"Привет я являюсь гражданином снг, я смогу получить кредит в банке?  ",51
4317,4317,4317,Подскажите пожалуйста со скольки лет можно быть созаемщиком? ,52
4318,4318,4318,Можно ли получить кредитную карту при наличии одного документа (паспорта)? ,54
4319,4319,4319,Хочу карту дебетовую не могу вот выбрать какую  ,19
4320,4320,4320,Кредит 800000 взять ,20
4321,4321,4321,Могу ли я оформить кредитную карту ,16
4322,4322,4322,Здравствуйте я хотела бы взять кредит ,20
4323,4323,4323,Карина доброго времени суток вам. Можно ли мне оформить кредит на сумму 40000р.и закрыть из этой же суммы другой кредит в размере 25000р. ,20
4324,4324,4324,На электронную почту пришло письмо с предложением по кредиту. Хотел уточнить условия для меня  ,32
4325,4325,4325,Здравствуйте. Я подал заявку в онлайн 2 дня назад почему-то нет еще ответа ? ,44
4326,4326,4326,Подскажите как оформить онлайн заявку на кредит?  ,16
4327,4327,4327,Я не понимаю откуда у меня задолжность ,0
4328,4328,4328,На мою карту сбербанк visa classic можно отправить деньги из стокгольма? ,58
4329,4329,4329,Добрый день! Интересует кредит на личные цели. Необходима вся доступная информация ,51
4330,4330,4330,Здравствуйте. Ипотека для молодой семьи. Там какой первоначальный взнос? ,51
4331,4331,4331,"Здравствуйте,могу ли я узнать какая сумма мне может быть одобрена?или нужно обратиться в отделение банка? ",51
4332,4332,4332,Чат закрыт по техническим проблемам,20
4333,4333,4333,"Здравствуйте, могу ли я получить кредит если я в декрете? ",52
4334,4334,4334,В сентябре 2016 взял потребительский кредит в Банк Москвы под 29%. С тех пор его им выплачиваю. Вопрос - я могу обратиться в Сбербанк за рефинансированием и какая будет процентная ставка? ,52
4335,4335,4335,Как взять кредит ,16
4336,4336,4336,Добрый день меня интересует кредит в 200000 на ремонт одобрят ли мне его я получаю зарплату на вашу карту более 2 лет в среднем 25000 ,51
4337,4337,4337,Здравствуйте. Нам из америки отправили доллары через  money gram. Как теперь их получить? ,23
4338,4338,4338,Добрый день. Хотел бы оформить кредитную карту? ,54
4339,4339,4339,Могу ли я оформить кредит без справки 2 НяДфл ,51
4340,4340,4340,"Здравствуйте, вчера оформила заявку на кредитную карту через сбербанк онлайн виза Gold с лимитом 600000, в статусе написано принята, что это значит, и нужно подтверждение дохода ",36
4341,4341,4341,"Не могу скачать приложение Сбербанк онлайн. Все время перекидывает, втгугл рлей.  ",71
4342,4342,4342,"Добрый день! Хочу подать заявку на кредит, карты сбербанка нет, а система только так пускает через сбербанк кредит, он-лайн ",16
4343,4343,4343,"Добрый вечер, хочу узнать могу ли я увеличить кредитный лимит на моей кредитной карте? ",10
4344,4344,4344,Хотел узнать по поводу ипотеки ,52
4345,4345,4345,Я хотел бы взять у вас кредит  ,20
4346,4346,4346,"Планирую взять потребительский кредит в размере 300000рублей, условия? ",52
4347,4347,4347,Я бы хотел взять кредит  ,20
4348,4348,4348,"Здравствуйте, я получила предложение от сбербанка на предодобренную кредитную кредитную карту! Mastercard gold. Лимит был 120000! После того как я выбрала эту карту в приложение сбербанк онлаин и выбрала отделение банка в котором получать, у меня высветилось в истории что заявка на предодобренную карту выполняеться ",16
4349,4349,4349,"Мне хочется установить приложение,чтоб узнать сколько на щету на карте через интернет. ",38
4350,4350,4350,Как можно кредит взять наличными ,16
4351,4351,4351,Как быстро принимается решение  по кридитным картам ,44
4352,4352,4352,"Если я гашу кредит в течении четырех месяцев , процентная ставка падает ",59
4353,4353,4353,Хотел оформить кредитную карту не могу ,68
4354,4354,4354,Итересует кредит на строительство ,51
4355,4355,4355,"Здравствуйте,я хотел заказать кредитную карту через онлайн . ",16
4356,4356,4356,Здравствуйте мне нужна кредитная карта ,16
4357,4357,4357,"Для оформления кредита на сумму 200000 подтвердить доход можно исключительно 2 ндфл?что делать если работаю более 3 лет на одном месте, но по договору. ",51
4358,4358,4358,Я хотела бы взять кредит 150000руб  ,51
4359,4359,4359,Здраствуйте. Когда я могу подать поаторную заявку если мне было отказано 24 апреля? ,60
4360,4360,4360,Здравствуйте я хотела бы зарегистрироваться онлайн банке ,8
4361,4361,4361,"Хочу оформить кредит,есть от вас предложение,но под рукой нет компа.пытаюсь с мобильного,не доступно.помогите мне ",16
4362,4362,4362,Хочу рефинансировать свой ипотечный кредит в АИЖК. Какие ставки готовы предложить? ,51
4363,4363,4363,Здравствуйте.Я хотела бы открыть вклад в вашем банке. ,18
4364,4364,4364,Как я могу узнать условия рефинансирования кредита Республике Мордовия ,52
4365,4365,4365,"У меня недавно кредитная карта. Расчет ный день 13 числа. После него, я так поняла, л нотный период 20 дней? ",50
4366,4366,4366,Хочу взять кредит на покупку жилья  ,20
4367,4367,4367,мне хотелось бы взять кредит на сумму 80-100 тыс ,51
4368,4368,4368,А что мне дает золотая карта и что дает мне черная карта? ,42
4369,4369,4369,"Добрый вечер. Такой вопрос. За регистрировались в сбербанк онлайн. И его заблокировали, в целях безопасности. Чтоттеперь делать, это единственный источник денежных средств.  ",67
4370,4370,4370,"Какую карту лучше брать с собой за границу,улетаю в Индию ",19
4371,4371,4371,Ипотека. Проценты и условия предоставления ,52
4372,4372,4372,"Подскажите пожалуйста, я получаю детские на карту сбербанка, возможно ли мне получить кредит?  ",51
4373,4373,4373,"Здравствуйте, я белорус по национальности, могу ли я заказать карту сбербанка онлайн ",54
4374,4374,4374,"Здравствуйте подскажите можно ли взять ипотеку на загородную недвижимость, а первоначальный взнос материнский капитал ",51
4375,4375,4375,У меня есть карта сбербанка молодежная. Мне 16 лет. Могу ли я оформить еще моментальную карту. Только что бы это были разные счета. ,54
4376,4376,4376,Здравствуйте Тимур.  Я заказал кредитную карту. Статус: принято 10 дней прошло больше и не кто не звонил  ,36
4377,4377,4377,"Добрый день. Хотел-бы уточнить у вас, намереваюсь взять кредит 30т.р. Являюсь зарплатным клиентом банка. Вопрос: Мне нужна справко о доходах чтоб получить кредит? ",52
4378,4378,4378,Стер приложения онлайн как востоновть ,38
4379,4379,4379,Я хотела узнать на счёт кредита? ,20
4380,4380,4380,Здравствуйте. Есть ли получить кредит в вашем банке максимально быстро? ,44
4381,4381,4381,С нового телефона  не входит пишет  Удалить старые  телефоны  ,0
4382,4382,4382,Какая вероятность что я смогу его взять без страховки? ,52
4383,4383,4383,Хочу взять кредит чтобы погасить в других банках ,20
4384,4384,4384,Подскажите пожалуйста  по поводу  перевода в Украину ,58
4385,4385,4385,"Здравствуйте, сколько стоит открыть валютный вклад ",18
4386,4386,4386,Здравствуйте. Интересует процентная ставка по автокредиту. Не могу разобраться на сайте.  ,51
4387,4387,4387,Могу ли я взять карту ,19
4388,4388,4388,Хотела оформить кредитную карту ,16
4389,4389,4389,"Здравствуйте, при мобильном переводе появился суточный лимит. Он будет длиться в течении дня или же со времени первого перевода? ",58
4390,4390,4390,Как получить кредит 200000 рублей в Сбербанке я пенсионерка ,51
4391,4391,4391,Проценты? ,20
4392,4392,4392,"Здравствуйте,меня интересуют предложения по кредитным картам и с какого возраста дают кредит в вашем банке? ",54
4393,4393,4393,Здравствуйте  Артем какой процент сейчас на рефинансирование ,52
4394,4394,4394,Здравствуйте. Меня интересует ипотека  ,51
4395,4395,4395,Добрый день. Хотела бы у вас приобрести кредитную карту. Могу я заказать онлайн ,16
4396,4396,4396,Хочу зарегистрироваться ,8
4397,4397,4397,"Можно узнать, были отправлены деньги с карты Мин Банка на карту сбербанка, как проверить статус зачисления? ",37
4398,4398,4398,"Как долго изготавливается пенсионная карта мир или активный возраст? если закажу сегодня, то получу ее когда? (Сыктывкар(Коми)) ",43
4399,4399,4399,в цифрах это можете озвучить? ,51
4400,4400,4400,Здравствуйте! А сколько времени рассматривают кредит? ,44
4401,4401,4401,Хочется взять 10000ключ ,20
4402,4402,4402,Могу я повысить лимит по карюте ? ,10
4403,4403,4403,Здравствуйте хотел бы узнать возможно ли мне взять кредит  ,51
4404,4404,4404,добрый вечер! хотел бы узнать какую сумму могу взять в кредит ,51
4405,4405,4405,Мне пришло СМС с приложением хочу подать заявку  ,16
4406,4406,4406,Хочу взять деньги в кредит ,20
4407,4407,4407,Хотел воспользоватся ,16
4408,4408,4408,"Здравствуйте. Могу ли я получить кредит,работая неофициально,но при этом получая зарплату регулярно ",52
4409,4409,4409,Как мне заполнить анкету на Кредит? ,16
4410,4410,4410,Здравствуйте можно заказать кредитную карту? ,16
4411,4411,4411,Каков первоначальный взнос по ипотеке для молодой семьи? ,51
4412,4412,4412,"Здравствуйте,можно ли мне узнать про кредитную карту,могу ли я ее заказать? ",19
4413,4413,4413,Здраввствуйте вы не подскажите как снять деньги со сберигательногл счета ,0
4414,4414,4414,"Я подавал заявку на кредит 16,05,2017 Прошло больше двух дней, а выражение &amp, quot, заявка на обработке&amp, quot,  до сих пор висит в интернет-банке. Смс не приходило об отказе. Что делать? ",36
4415,4415,4415,"Здравствуйте!  Хотел бы взять кредит наличными примерно от 3 до 6 месяцев, сумма 25 тыс как его оформить  ",16
4416,4416,4416,"Здравствуйте,я бы хотела взять кредит 20000 тысяч ",20
4417,4417,4417,"заказал дня 2 назад карту, ни смс по поводу подтверждения дизайна ни какого либо друго оповещения не было ",54
4418,4418,4418,Я насчет специального предложения...есть ли оно мне? ,32
4419,4419,4419,Как получить кредит на рефинансирование ,51
4420,4420,4420,Без предоставления  справки  о доходах  могут  я получить кредит  ,51
4421,4421,4421,Досрочное погашение возможно? ,59
4422,4422,4422,"Это зависит от суммы? Если я буду брать 170000 то % 15,90 или больше ",52
4423,4423,4423,Хочу взять кредит для приобретения поддержанного авто 200000 рублей ,20
4424,4424,4424,"Здравствуйте!скажите пожалуйста!мне банк присылал предложение кредита,но я случайно удалила номер,можно получить повторную смс? ",32
4425,4425,4425,"Привет я хотел ввойти в свой личный кабинет но смс подтверждение приходит на сим карту которая не ловит, что мне делать как войти в личный кабинет? ",69
4426,4426,4426,какой самый маленький % чтоб взять кредит?  ,52
4427,4427,4427,Хотелось бы взять кредит ,20
4428,4428,4428,Потребиьельский кредит на сумму250000 р ,51
4429,4429,4429,Хотел оформить кредит ,20
4430,4430,4430,Я хочу взять кредит на машину можете подсказать дадут ли в вашем банке ,65
4431,4431,4431,Добрый день! мне нужен список рекомендованных оценочных компаний ,41
4432,4432,4432,Помогите сделать перевод   ,0
4433,4433,4433, для гражданина Узбекистана кредит дается или нет ,52
4434,4434,4434,Хотел узнать насчёт перечисление был мне какой-нибудь деньги перечисления или не был ,31
4435,4435,4435,Добрый вечер?Могу ли я взять в вашем банке кредит ? ,51
4436,4436,4436,Хотел бы взять кредит ,20
4437,4437,4437,Здравствуйте! Нужен ли поручитель на кредит для строительства ,52
4438,4438,4438,"здравствуйте, я вот уже задавала вопрос , а ответа что то не увидела .Электронная регистрация сделки , это как происходит , просто сейчас делаю расчет ипотеки примерный и тут вот мне вышел этот пункт и с ним почему то ставка получается меньше ",51
4439,4439,4439,"Здравствуйте! Хотел бы узнать какую сумму кредита максимальную может одобрить Ваш банк, если доход составляет 100000 тыс в месяц чистыми (мой+ супруга) так же есть ребенок. Взять картиру хотим в моск обл. Заранее спасибо! ",52
4440,4440,4440,"Уважаемая, Елена, подскажите пожалуйста, могу ли я оформить на себя кредитную карту. ",19
4441,4441,4441,Хочу взять кредит ,20
4442,4442,4442,"Здравствуйте! Я бы хотела взять кредит, но на данный момент  я в декрете, возможно ли это? ",52
4443,4443,4443,"Здравствуйте. Могу ли получить кредит на приобретение недвижимости в городе Красноярске при  условии, что работаю я в Санкт-Петербурге ",52
4444,4444,4444,"Я хочу взять у вас кредит, он-лайн кредит вразмере 100000т.р что для этого нужно ",16
4445,4445,4445,"Здравствуйте, сколько ДС можно снять с карты Сбербанк за сутки? ",50
4446,4446,4446,Здравствуйте .Почему мне отказал банк в потребительском кредите? ,72
4447,4447,4447,Хочу взять ипотечный кредит на покупку земельного участка и постройки на нем загородного дома. В числе необходимых документов мне потребуется или нет акт независимой оценки земельного участка? ,52
4448,4448,4448,"Здравствуйте! Я хочу оформить кредит,как мне это сделать? ",16
4449,4449,4449,Скажите я могу взять кредит . Мне нужно 50  000 рублей ,51
4450,4450,4450,"Здравствуйте. Скажите, есть ли на данный момент образовательные кредиты от Сбербанка? ",20
4451,4451,4451,"Подскажите, если мне на счёт отправлен перевод в рублях из США через Вестерн Юнинон? Деньги сами поступят на счёт или нужно произвести дополнительные условия? ",23
4452,4452,4452,Как правильно оставить заявку на расмотрение потребительского кредита в размере 400 000 на развитие подсобного хояства ,16
4453,4453,4453,Я бы хотела узнать про кредит наличными ,52
4454,4454,4454,Здравствуйте. Могу ли я закрыть онлайн вклад в офисе банка? ,57
4455,4455,4455,Меня интересует дебетовая карта ,54
4456,4456,4456,Могу ли я взять карту до 50 тысяч и платить сумму 700 рублей в месяц ,16
4457,4457,4457,"Доброе утро! У меня имеется ипотечный кредит под 11.25%, имеется ли у меня возможность снизить процентную ставку? ",12
4458,4458,4458,А какой суточный лимит перевода денег в сбербанк онлайн? ,58
4459,4459,4459,Меня интересует ставка по автокредиту с господдержкой ,51
4460,4460,4460,Не приходит смс при регестрации в преложении сбербанк онлаин ,69
4461,4461,4461,Здравствуйте! Хочу взять студию в строящемся многоквартирном доме. И в качестве первого взноса хочу использовать мат капита. Нужно ли 10% от жилья еще вносить по ипотеке?  ,51
4462,4462,4462,Здравствуйте Интересует карта без процентов на сумму до 50000 ,19
4463,4463,4463,Меня интересует специальные предложения для клиентов сбербанка  ,51
4464,4464,4464,Здравствуйте .На каком основнии мне  открыли кредитную карту виза голд. Я заявления не писал.  ,0
4465,4465,4465,Как отправить заявку на кредит через мобильное приложение??. ,16
4466,4466,4466,Вчера не прошло как поручитель в чем проблема ,72
4467,4467,4467,я магу взят кредит  ,51
4468,4468,4468,Пришло смс с кодом как взять кредит? ,16
4469,4469,4469,"Подскажите, какие суточные лимиты по снятию наличных в банкомате с карт виза классик и виза классик аэрофлот ",50
4470,4470,4470,Я хотел взять кредит ,20
4471,4471,4471,Здравствуйте. Хотела бы узнать есть ли у меня предложение по кредиту ,32
4472,4472,4472,Почему не одобряют кредит ,72
4473,4473,4473,Добрый день! Можно ли рассчитать рефинансирование кредита?  ,28
4474,4474,4474,Интересует решение по кредиту ,51
4475,4475,4475,Диана пользуюсь вашем банком кредитной картой лимитом 25000 как поднять до 50000   ,10
4476,4476,4476,Добрый вечер подскажите как оформить кредитную карту сбербанка ,54
4477,4477,4477,"Здравствуйте.мне пришл Смс,оформить кридит ",16
4478,4478,4478,Здравствуйте! Хотел попробовать подать заявку на кредит. Приходила смс с предложением. Это можно сделать сдесь? ,16
4479,4479,4479,"здравствуйте,могу ли я получить кредитную карту в 19 лет при этом работая почти год агентом прямых продаж? ",54
4480,4480,4480,Я хочу кридить. Я как могу получить ,16
4481,4481,4481,Взять кридитну картдаочку ,19
4482,4482,4482,Мне прислали СМС с предложением продать заявку на кредит парольG1750470075 ,16
4483,4483,4483,"Здравствуйте я подал заявку на отмену кредита,который мне был одобрен,могу ли я забрать это заявление на отмену кредита  ",0
4484,4484,4484,У меня белорусский паспорт.  У меня большая зарплата 120000. Я очень хочу купить автомобиль с пробегом. ,51
4485,4485,4485,"Все-таки как открыть такую карту, я же не могу объехать все отделения города? ",54
4486,4486,4486,Ну а то что написано сумма ежемесячного платежа с учётом страховки?Или нет? ,52
4487,4487,4487,Как мне еще раз ее взять ,16
4488,4488,4488,Добрый вечер. Супруга может быть поручителем при оформлении потребительского кредита на мужа? ,52
4489,4489,4489,Мне пришло смс предложение кредита ,32
4490,4490,4490, Здравствуйте Рассчитайте мне пожалуйста ежемесячный взнос по кредитной карте сумма составляет 105000 процентная ставка 29 и 9 годовых ,74
4491,4491,4491,Хочу взять кредит 20000р ,51
4492,4492,4492,Хочу узнать решение по заявки на кредит??? ,36
4493,4493,4493,"Добрый день, мне не приходит смс подтверждение в сбер онлайн. И не перевести денег по смс, что такое происходит с системой? ",69
4494,4494,4494,Хотел бы взять кредит наличными  ,20
4495,4495,4495,Здравствуйте! Хотела бы взять кредит 300 000 руб. Хотела у вас узнать на сколько лет максимально возможно и какой ежемесячный платёж ????  ,51
4496,4496,4496,Можно оформить ипотеку? ,16
4497,4497,4497,Как пользоваться Предоставляется на индивидуальное строительство жилого дома: ,28
4498,4498,4498,Я бы хотела узнать насщет кредита на сумму 50000тысяч. ,20
4499,4499,4499,Взять кредит ,20
4500,4500,4500,"Я бы хотел узнать, банк одобрит мне не большой кредит на сумму 15000-20000 тр??  ",64
4501,4501,4501,Кредит на сумму 100000  ,20
4502,4502,4502,Не получается войти в сбео ,67
4503,4503,4503,Хочу закрыть старый кредит в вашем банке и взять большую сумму. ,20
4504,4504,4504,"Сюзанна, здравствуйте. Дадут ли мне кредит,пенсионеру мвд, 46 лет, получающему пенсию на карту сбербанка. Пенсия 13200. ",52
4505,4505,4505,Скажите пожалуста как можно получить кридитную карту? ,16
4506,4506,4506,"Здравствуйте,я бы хотела взять кредит на сумму 50 000 ",20
4507,4507,4507,Хотел бы получить кредит ,20
4508,4508,4508,Хотелось бы подать заявку на кредит 100000 ,16
4509,4509,4509,Нет ли спец. Предложений от сбербанка  для меня? ,32
4510,4510,4510,Могу ли я сделать перевод в долларах без открытия счета https://hostingkartinok.com/show-image.php?id=0fbf333bdc280c8aa6ea4745caad1906 ,58
4511,4511,4511,"Хорошо, Перечислите все типы карт которые ваш банк выпускает сейчас ",19
4512,4512,4512,Зравствуйте как мне оставить заявления на кредит??? ,16
4513,4513,4513,Добрый вечер Татьяна.  Как можно оформить заявку на кредит онлайн ,16
4514,4514,4514,2 дня назад в г. Гагра через терминал был произведен пополнение счета в сумме 1000р. И они до сих пор не дошли. Почему? ,70
4515,4515,4515,"Здравствуйте хочу взять кредит, но официально не работаю возможно его получить ",51
4516,4516,4516,Хочу взять  100 000руб кредит скольр в месяц надо  платить срок 2года ,74
4517,4517,4517,"Здравствуйте, Олег! Я хотела бы оформить заявкуна кредит.  ",16
4518,4518,4518,"Какая будет комиссия, сроки зачисления, и возможно ли это делать с помощью кредитной карты? ",52
4519,4519,4519,Хочу на карту пять тысяч в кредит ,20
4520,4520,4520,"Я приписана в Крыму,работаю и проживают в Москве. Хочу взять 150000 т ",51
4521,4521,4521,"мне нужно письменное заявление. Перевод был сделан с другого банка на карту сбера, перевод прошел успешно. Но номер карты куда был совершен перевод чужого человека, получатель передал не верный номер карты ",0
4522,4522,4522,Можно ли получить кредит на карту  ,16
4523,4523,4523,Скажите пожалуйста я имею уже одну дебетовую карту Сбербанка  сейчас заказал вторую дебетовую карту Класcическая Visa как мне сделать заказную карту основной ,0
4524,4524,4524,Я хочу взять кредит 50 тысяч руб ,16
4525,4525,4525,"Хочу оформить VISA Аэрофлот SIGNATURE, на сайте Visa виза указано, что входит медстраховка. Каково страховое покрытие и условия страхования ",0
4526,4526,4526,Могу ли я получить потребительский кредит при наличии непогашенного кредита в Вашем банке? ,51
4527,4527,4527,Интересует кредит ,20
4528,4528,4528,хочу взять кредит 50000 ,51
4529,4529,4529,Какой будет платеж и требования для получения кредита ,52
4530,4530,4530,"Здравствуйте, Елена! у меня вопрос по вкладам для пенсионеров.. раньше был  Пенсионный+ , а я не нашла о неминформацию.. ",57
4531,4531,4531,Есть ипотечный икидит без первоночпльного взноса? ,51
4532,4532,4532,Я хотела бы взять кредит или кредитную карту до 200000 можно от подать заявку онлайн ,20
4533,4533,4533,"здравствуйте, подскажите вклад, в котором максимальная процентная ставка ",18
4534,4534,4534,"Здравствуйте. У меня такой вопрос. В банке мне сказали, что мне предварительно одобрен кредит но дать его не могут ,так как я не работаю. Могу ли подать заявку кредит, он-лайн? ",16
4535,4535,4535,"Здравствуйте. Я бы хотела узнать, есть ли в данный момент какие либо предложения по кредиту ",32
4536,4536,4536,Хочу получить сельхоз кредит ,20
4537,4537,4537,"Я оставил заявку на кредитную карту, но ответа ни какова не получил, можете просмотреть заявку  ",36
4538,4538,4538,Как я могу взять кредит а вашем банке ,16
4539,4539,4539,Хотелось бы оформить карту  ,19
4540,4540,4540,Доброй ночи!Как мне оформить кредитную карту? ,16
4541,4541,4541,"Здравствуйте, я бы хотела взять кредит в вашем банке ",20
4542,4542,4542,Здравствуйте.Я участник госпрограммы по переселению соотечественников.Я работаю официально.И у меня зарплата я карта вашего банка.Могу ли я оформить заявку на получение кредитной карты? ,54
4543,4543,4543,Хочу оформить кредит 30тысяч  ,16
4544,4544,4544,Я могу подайти написать заявения по возмещению ЛЕГИОН ? ,0
4545,4545,4545,Добрый вечер. Хочу увеличить сумму кредита по карте. Что нужно для этого? Спасибо ,10
4546,4546,4546,"Здравствуйте. Как можно получить кредитную карту, на сумму до 50 тысяч?  ",54
4547,4547,4547,Какую карту лучше выбрать военнослужащему  ,19
4548,4548,4548,Возможно снизить процентную ставку по моему кредиту? ,12
4549,4549,4549,Специальные предложения есть у вас для инвалидов ,39
4550,4550,4550,"Здравствуйте,сегодня подала заявку на потребительский кредит,через сбол.в 14.30. Ответа так и нет ",36
4551,4551,4551,здравствуйте...молодежная карта мастер кард будет действовать когда мне будет больше 25 лет? ,50
4552,4552,4552,Хочу оформить кредит помогите ,16
4553,4553,4553,Как скачать приложение сбербанк онлайн ,38
4554,4554,4554,"Здравствуйте, Ирина. 2 месяца назад заказал дебетовую карту, пока нет ответа.  ",35
4555,4555,4555,Хочу взять кредит на строительство дома. Какие у вас есть продукты по этой теме ,20
4556,4556,4556,"Добрый вечер! Вчера оформил заявку на потребительский кредит в размере 100 000 рублей на 5 лет через СБЕРБАНК ОНЛАЙН. Заявка все еще обрабатывается, это нормально? ",44
4557,4557,4557,Кредит  ,20
4558,4558,4558,Я хочу взять автокредит ,51
4559,4559,4559,"Здравствуйте, я хотела бы оформить кредитную карту до 25000 рублей ",16
4560,4560,4560,"Здравствуйте ,я хотел спросить сколько дней может занимать перевод на карту не сбербанка ",58
4561,4561,4561,Могу ли я оформить заявку на получение кредитной карты сбербанка ,53
4562,4562,4562,"Добрый день. У меня проблема со входом в мобильное приложение Сбербанк. Вчера делал откат операционной системы на телефоне. После чего заново установил приложение Сбербанк. Требует sms-пароль. Но смс приходят с опозданием на 30 минут, а то и больше. Связь хорошая, проверил специально. ",67
4563,4563,4563,Скажите пожалуйста мне могут дать кредитную карту?  ,54
4564,4564,4564,"Подскажите пожалуйста,вот у меня есть кредит в вашем банке в 400000 гошу исправно,но я хочу взять квартиру.возможно зделать так чтобы получить кредит 1700000 погасить старый купить квартиру? ",52
4565,4565,4565,Как оформить кредит через он лайнер?  ,16
4566,4566,4566,Здравствуйте хочу взять кредит  на 100 тр  2 года одобрите пожалуйста спасибо  ,16
4567,4567,4567,как зайти в личный ка ,8
4568,4568,4568,Существует ли сейчас у вас автокредит ,1
4569,4569,4569,А как мне его рашитать чтобы я смог в месяц отдать около 6000-6500 ,74
4570,4570,4570,Мне нужен увидит наличными  ,20
4571,4571,4571,Оставила  онлайн заявку на кредит но второй день ничего. Скажите когда должен поступить ответ  ,44
4572,4572,4572,Как приобрести кредитную карту по паспорту ,54
4573,4573,4573,"добрый вечер вчера переслали зарплату на карту, но она не пришла реквизиты карты верные ",70
4574,4574,4574,"Здравствуйте Виктория, вопрос у меня такой могу ли я оформить какую нибудь сумму кредита? К меня на карте зарплатой висит арест 48.000.деньги я получаю на счёт сберегательный. Есть кредитная карта по ней плачу исправно. Или могу ли увеличить лимит по кредитной карте?  ",51
